Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Toy Story 3: The Video Game","DS",2010,"Action","Disney Interactive Studios",0.930000,0.970000,0.020000,0.210000,2.120000
"Final Fantasy III","DS",2006,"Role-Playing","Square Enix",0.910000,0.050000,1.070000,0.090000,2.120000
"Kirbys Epic Yarn","Wii",2010,"Platform","Nintendo",1.470000,0.090000,0.450000,0.110000,2.120000
"Project Gotham Racing","XB",2001,"Racing","Microsoft Game Studios",1.370000,0.610000,0.050000,0.090000,2.120000
"Golf","GB",1989,"Sports","Nintendo",0.830000,0.330000,0.920000,0.040000,2.120000
"NBA 2K12","PS3",2011,"Sports","Take-Two Interactive",1.610000,0.270000,0.050000,0.180000,2.110000
"Borderlands","PS3",2009,"Shooter","Take-Two Interactive",1.200000,0.620000,0.000000,0.290000,2.110000
"Tony Hawks Pro Skater","N64",2000,"Sports","Activision",1.680000,0.400000,0.000000,0.030000,2.110000
"PES 2009: Pro Evolution Soccer","PS3",2008,"Sports","Konami Digital Entertainment",0.110000,1.340000,0.400000,0.260000,2.110000
"Need for Speed: Hot Pursuit 2","PS2",2002,"Racing","Electronic Arts",1.680000,0.310000,0.020000,0.090000,2.110000
"Mario Sports Mix","Wii",2010,"Sports","Nintendo",0.900000,0.450000,0.630000,0.130000,2.110000
"Dynasty Warriors 4","PS2",2003,"Action","Tecmo Koei",0.630000,0.210000,1.130000,0.130000,2.110000
"Mortal Kombat","X360",2011,"Fighting","Warner Bros. Interactive Entertainment",1.630000,0.330000,0.000000,0.150000,2.110000
"Parasite Eve","PS",1998,"Role-Playing","SquareSoft",0.940000,0.070000,1.050000,0.040000,2.100000
"Scooby-Doo! Night of 100 Frights","PS2",2002,"Platform","THQ",1.170000,0.720000,0.000000,0.220000,2.100000
"Project Gotham Racing (JP weekly sales)","XB",2002,"Action","Microsoft Game Studios",1.540000,0.440000,0.040000,0.070000,2.100000
"Need for Speed: Most Wanted 5-1-0","PSP",2005,"Racing","Electronic Arts",1.770000,0.130000,0.020000,0.180000,2.100000
"Portal 2","X360",2011,"Shooter","Valve Software",1.410000,0.510000,0.010000,0.170000,2.100000
"Devil May Cry 3: Dantes Awakening","PS2",2005,"Action","Capcom",0.990000,0.630000,0.290000,0.190000,2.090000
"Derby Stallion","PS",1997,"Sports","ASCII Entertainment",0.000000,0.000000,1.960000,0.140000,2.090000
"Dead Rising","X360",2006,"Action","Capcom",1.160000,0.650000,0.080000,0.200000,2.090000
"Finding Nemo","PS2",2003,"Action","THQ",1.260000,0.600000,0.050000,0.180000,2.090000
"NBA 2K11","X360",2010,"Action","Take-Two Interactive",1.840000,0.120000,0.010000,0.130000,2.090000
"Wipeout: The Game","Wii",2009,"Misc","Mindscape",1.970000,0.000000,0.000000,0.120000,2.090000
"The Sims 2: Pets","DS",2006,"Simulation","Electronic Arts",0.920000,0.940000,0.000000,0.220000,2.090000
"Battlefield: Hardline","PS4",2015,"Shooter","Electronic Arts",0.700000,0.930000,0.140000,0.320000,2.090000
"Metal Gear Solid: Peace Walker","PSP",2010,"Action","Konami Digital Entertainment",0.460000,0.420000,0.960000,0.250000,2.090000
"World of Warcraft: Cataclysm","PC",2010,"Role-Playing","Activision",1.770000,0.320000,0.000000,0.000000,2.080000
"Tetris Worlds","PS2",2002,"Puzzle","THQ",1.110000,0.710000,0.000000,0.270000,2.080000
"Need For Speed: Undercover","PS3",2008,"Racing","Electronic Arts",0.630000,1.020000,0.050000,0.390000,2.080000
"Dance Dance Revolution: Hottest Party","Wii",2007,"Simulation","Konami Digital Entertainment",1.360000,0.520000,0.000000,0.200000,2.080000
"Mario Party 5","GC",2003,"Misc","Nintendo",0.970000,0.330000,0.730000,0.060000,2.080000
"Ghostbusters: The Video Game (DS Version)","PS3",2010,"Action","Take-Two Interactive",0.590000,0.990000,0.130000,0.360000,2.080000
"Sim Theme Park","PC",1998,"Strategy","Electronic Arts",2.040000,0.040000,0.000000,0.000000,2.080000
"Warcraft: Orcs & Humans","PC",1994,"Strategy","Activision",0.890000,1.080000,0.000000,0.110000,2.080000
"Skate 3","PS3",2010,"Sports","Electronic Arts",0.790000,0.940000,0.000000,0.350000,2.080000
"Spec Ops: Airborne Commando","PS",2002,"Shooter","Take-Two Interactive",1.540000,0.460000,0.000000,0.080000,2.070000
"Kingdom Hearts: Birth by Sleep","PSP",2010,"Role-Playing","Square Enix",0.630000,0.420000,0.750000,0.260000,2.070000
"UFC 2009 Undisputed","X360",2009,"Fighting","THQ",1.480000,0.390000,0.000000,0.190000,2.070000
"Dark Souls","PS3",2011,"Role-Playing","Namco Bandai Games",0.750000,0.540000,0.540000,0.230000,2.070000
"Yu-Gi-Oh! The Eternal Duelist Soul","GBA",2001,"Strategy","Konami Digital Entertainment",1.640000,0.360000,0.000000,0.070000,2.070000
"Need for Speed: ProStreet","X360",2007,"Racing","Electronic Arts",1.040000,0.800000,0.010000,0.220000,2.060000
"The Sims 3","PS3",2010,"Simulation","Electronic Arts",0.730000,0.970000,0.020000,0.340000,2.060000
"Tom Clancys Splinter Cell: Conviction","X360",2010,"Action","Ubisoft",1.200000,0.630000,0.040000,0.190000,2.060000
"Pokemon Mystery Dungeon: Red/Blue Rescue Team","GBA",2005,"Role-Playing","Nintendo",0.710000,0.520000,0.740000,0.080000,2.060000
"The Incredibles","GBA",2004,"Action","THQ",1.150000,0.770000,0.040000,0.100000,2.060000
"R4: Ridge Racer Type 4","PS",1998,"Racing","Namco Bandai Games",0.680000,0.460000,0.790000,0.130000,2.060000
"SoulCalibur II","PS2",2003,"Fighting","Namco Bandai Games",1.060000,0.620000,0.130000,0.250000,2.060000
"Mario & Luigi: Dream Team","3DS",2013,"Role-Playing","Nintendo",0.890000,0.570000,0.460000,0.130000,2.060000
"Need for Speed: ProStreet","PS3",2007,"Racing","Electronic Arts",0.730000,0.920000,0.040000,0.370000,2.050000
"Carnival Games","DS",2008,"Misc","Take-Two Interactive",1.230000,0.640000,0.000000,0.190000,2.050000
"NBA 2K14","PS3",2013,"Sports","Take-Two Interactive",1.430000,0.330000,0.040000,0.250000,2.050000
"Pokémon Mystery Dungeon: Blue Rescue Team","DS",2005,"Role-Playing","Nintendo",1.160000,0.060000,0.830000,0.000000,2.050000
"Sonic Mega Collection","GC",2002,"Misc","Infogrames",1.470000,0.480000,0.050000,0.060000,2.050000
"Diablo III","PS3",2013,"Role-Playing","Activision",0.710000,0.830000,0.150000,0.350000,2.050000
"NBA Jam","GEN",1992,"Sports","Arena Entertainment",1.750000,0.250000,0.000000,0.050000,2.050000
"PGR4 - Project Gotham Racing 4","X360",2007,"Racing","Microsoft Game Studios",0.480000,1.290000,0.020000,0.250000,2.050000
"Kingdom Hearts 358/2 Days","DS",2009,"Role-Playing","Square Enix",1.110000,0.270000,0.530000,0.140000,2.040000
"Dance Central 2","X360",2011,"Misc","Microsoft Game Studios",1.450000,0.420000,0.010000,0.160000,2.040000
"Rayman Raving Rabbids: TV Party","Wii",2008,"Misc","Ubisoft",0.730000,1.090000,0.000000,0.230000,2.040000
"SOCOM: U.S. Navy SEALs: Combined Assault","PS2",2006,"Shooter","Sony Computer Entertainment",1.740000,0.020000,0.000000,0.280000,2.040000
"Peter Jacksons King Kong: The Official Game of the Movie","PS2",2005,"Action","Ubisoft",0.710000,1.020000,0.000000,0.310000,2.040000
"Donkey Kong Country","GBA",2003,"Platform","Nintendo",1.200000,0.480000,0.290000,0.070000,2.040000
"Need for Speed: The Run","PS3",2011,"Action","Electronic Arts",0.580000,1.060000,0.030000,0.370000,2.040000
"Madden NFL 15","PS4",2014,"Sports","Electronic Arts",1.530000,0.250000,0.000000,0.250000,2.030000
"1080°: TenEighty Snowboarding","N64",1998,"Sports","Nintendo",1.250000,0.610000,0.130000,0.050000,2.030000
"Just Dance 3","X360",2011,"Misc","Ubisoft",1.470000,0.400000,0.000000,0.160000,2.030000
"NBA Live 2004","PS2",2003,"Sports","Electronic Arts",1.570000,0.180000,0.000000,0.270000,2.030000
"Dead Space","PS3",2008,"Action","Electronic Arts",1.050000,0.670000,0.000000,0.300000,2.020000
"Call of Duty 2","X360",2005,"Shooter","Activision",1.810000,0.050000,0.010000,0.150000,2.020000
"Madden NFL 15","X360",2014,"Sports","Electronic Arts",1.760000,0.090000,0.000000,0.170000,2.020000
"Forza Horizon","X360",2012,"Racing","Microsoft Game Studios",0.820000,0.980000,0.040000,0.180000,2.020000
"TouchMaster","DS",2007,"Puzzle","Midway Games",0.490000,1.270000,0.000000,0.250000,2.010000
"Tom Clancys The Division","XOne",2016,"Shooter","Ubisoft",1.200000,0.620000,0.000000,0.180000,2.010000
"LEGO Marvel Super Heroes","PS3",2013,"Action","Warner Bros. Interactive Entertainment",0.770000,0.850000,0.010000,0.370000,2.000000
"Fire Emblem: Awakening","3DS",2012,"Role-Playing","Nintendo",0.890000,0.450000,0.530000,0.130000,2.000000
"DriveClub","PS4",2014,"Racing","Sony Computer Entertainment",0.350000,1.310000,0.020000,0.330000,2.000000
"Super Street Fighter II","SNES",1993,"Fighting","Nintendo",0.520000,0.160000,1.290000,0.030000,2.000000
"Mortal Kombat vs. DC Universe","PS3",2008,"Fighting","Midway Games",1.480000,0.300000,0.000000,0.220000,2.000000
"Tenchu: Stealth Assassins","PS",1997,"Action","Activision",0.950000,0.640000,0.270000,0.130000,1.990000
"Tennis","GB",1989,"Sports","Nintendo",0.750000,0.300000,0.900000,0.040000,1.990000
"Harry Potter and the Chamber of Secrets","GBA",2002,"Action","Electronic Arts",1.210000,0.640000,0.050000,0.090000,1.990000
"Harry Potter and the Chamber of Secrets","PS",2002,"Action","Electronic Arts",0.750000,1.090000,0.020000,0.120000,1.980000
"SimCity","SNES",1991,"Simulation","Nintendo",0.930000,0.270000,0.750000,0.040000,1.980000
"Battlefield 4","XOne",2013,"Shooter","Electronic Arts",1.250000,0.580000,0.000000,0.160000,1.980000
"Resident Evil 6","X360",2012,"Shooter","Capcom",1.110000,0.630000,0.070000,0.160000,1.980000
"Dragon Age: Inquisition","PS4",2014,"Role-Playing","Electronic Arts",0.720000,0.860000,0.080000,0.320000,1.970000
"Sonic Classic Collection","DS",2010,"Platform","Sega",0.990000,0.800000,0.000000,0.180000,1.970000
"Spyro: Enter the Dragonfly","PS2",2002,"Platform","Universal Interactive",0.740000,0.950000,0.000000,0.280000,1.970000
"Call of Duty: World at War","Wii",2008,"Shooter","Activision",1.200000,0.590000,0.000000,0.190000,1.970000
"Devil May Cry 2","PS2",2003,"Action","Capcom",0.710000,0.580000,0.510000,0.170000,1.970000
"Burnout Paradise","PS3",2008,"Racing","Electronic Arts",1.010000,0.640000,0.020000,0.300000,1.970000
"E.T.: The Extra Terrestrial","2600",1981,"Action","Atari",1.840000,0.110000,0.000000,0.020000,1.970000
"BioShock Infinite","X360",2013,"Shooter","Take-Two Interactive",1.220000,0.570000,0.020000,0.150000,1.960000
"Hot Shots Golf: Open Tee","PSP",2004,"Sports","Sony Computer Entertainment",0.500000,0.500000,0.630000,0.330000,1.960000
"Rad Racer","NES",1986,"Racing","Nintendo",1.130000,0.370000,0.410000,0.050000,1.960000
"Soccer","NES",1985,"Sports","Nintendo",0.180000,0.230000,1.530000,0.020000,1.960000
"Kirby Squeak Squad","DS",2006,"Platform","Nintendo",0.790000,0.030000,1.050000,0.080000,1.960000
"Tom Clancys Rainbow Six: Vegas","X360",2006,"Shooter","Ubisoft",1.090000,0.650000,0.020000,0.200000,1.960000
"Destiny","X360",2014,"Shooter","Activision",1.300000,0.490000,0.000000,0.160000,1.950000
"Crash Nitro Kart","PS2",2003,"Racing","Vivendi Games",0.740000,1.010000,0.000000,0.200000,1.950000
"Grand Theft Auto: San Andreas","XB",2005,"Action","Take-Two Interactive",1.260000,0.610000,0.000000,0.090000,1.950000
"Star Wars: Dark Forces","PC",1994,"Shooter","LucasArts",1.090000,0.770000,0.000000,0.090000,1.950000
"NBA Street Vol. 2","PS2",2003,"Sports","Electronic Arts",1.690000,0.200000,0.000000,0.060000,1.950000
"Def Jam Vendetta","PS2",2003,"Fighting","Electronic Arts",0.950000,0.740000,0.000000,0.250000,1.940000
"FIFA Soccer 09","X360",2008,"Sports","Electronic Arts",0.490000,1.260000,0.010000,0.180000,1.940000
"Who wants to be a millionaire","PC",1999,"Misc","Disney Interactive Studios",1.940000,0.000000,0.000000,0.000000,1.940000
"Scooby Doo and the Cyber Chase","PS",2001,"Adventure","THQ",0.590000,1.230000,0.000000,0.130000,1.940000
"Alleyway","GB",1989,"Puzzle","Nintendo",0.960000,0.380000,0.550000,0.050000,1.940000
"Dragon Ball Z: Budokai 3","PS2",2004,"Fighting","Atari",1.090000,0.150000,0.650000,0.040000,1.940000
"Jet Moto 2","PS",1997,"Racing","Sony Computer Entertainment",1.410000,0.420000,0.030000,0.070000,1.940000
"Tom Clancys Ghost Recon","PS2",2002,"Shooter","Ubisoft",1.420000,0.400000,0.000000,0.120000,1.940000
"X-Men Legends","PS2",2004,"Role-Playing","Activision",1.000000,0.720000,0.000000,0.210000,1.930000
"Batman: Arkham Origins","X360",2013,"Action","Warner Bros. Interactive Entertainment",1.150000,0.610000,0.000000,0.170000,1.930000
"Guitar Hero: World Tour","PS3",2008,"Misc","Activision",1.100000,0.560000,0.000000,0.270000,1.930000
"Mortal Kombat II","SNES",1993,"Fighting","Acclaim Entertainment",1.480000,0.390000,0.000000,0.060000,1.930000
"Virtua Fighter 2","SAT",1995,"Fighting","Sega",0.340000,0.260000,1.300000,0.030000,1.930000
"Tetris DX","GB",1998,"Puzzle","Nintendo",1.060000,0.600000,0.200000,0.070000,1.930000
"Mortal Kombat vs. DC Universe","X360",2008,"Fighting","Midway Games",1.530000,0.240000,0.000000,0.160000,1.930000
"Watch Dogs","PS3",2014,"Action","Ubisoft",0.560000,0.890000,0.100000,0.370000,1.930000
"Mario Super Sluggers","Wii",2008,"Sports","Nintendo",1.510000,0.000000,0.290000,0.120000,1.930000
"Tomb Raider (2013)","X360",2013,"Action","Square Enix",0.860000,0.870000,0.010000,0.170000,1.920000
"The Legend of Zelda: Oracle of Ages","GB",2001,"Action","Nintendo",0.920000,0.530000,0.410000,0.060000,1.920000
"Need for Speed: Shift","X360",2009,"Racing","Electronic Arts",0.730000,0.970000,0.010000,0.220000,1.920000
"Monopoly","Wii",2008,"Misc","Electronic Arts",0.870000,0.850000,0.000000,0.200000,1.920000
"Red Faction","PS2",2001,"Shooter","THQ",0.760000,0.960000,0.000000,0.200000,1.920000
"The Sims: Makin Magic","PC",2003,"Simulation","Electronic Arts",1.030000,0.800000,0.000000,0.090000,1.920000
"MX Unleashed","PS2",2004,"Racing","THQ",0.940000,0.730000,0.000000,0.250000,1.920000
"PaRappa The Rapper","PS",1996,"Misc","Sony Computer Entertainment",0.260000,0.160000,1.460000,0.030000,1.920000
"Toy Story Mania!","Wii",2009,"Misc","Disney Interactive Studios",1.060000,0.670000,0.000000,0.180000,1.920000
"Mario Party 3","N64",2000,"Misc","Nintendo",0.720000,0.160000,1.010000,0.020000,1.910000
"Star Wars: The Force Unleashed","Wii",2008,"Action","LucasArts",1.140000,0.570000,0.000000,0.190000,1.910000
"Game Party 2","Wii",2008,"Misc","Midway Games",1.300000,0.440000,0.000000,0.170000,1.910000
"Destiny: The Taken King","PS4",2015,"Shooter","Activision",0.770000,0.780000,0.040000,0.310000,1.910000
"LEGO Star Wars III: The Clone Wars","Wii",2011,"Action","LucasArts",1.080000,0.660000,0.000000,0.170000,1.910000
"Star Wars Rogue Leader: Rogue Squadron II","GC",2001,"Simulation","LucasArts",1.030000,0.750000,0.030000,0.090000,1.900000
"Max Payne 3","PS3",2012,"Shooter","Take-Two Interactive",0.590000,0.920000,0.060000,0.320000,1.900000
"Need for Speed Rivals","PS4",2013,"Racing","Electronic Arts",0.730000,0.910000,0.030000,0.220000,1.890000
"Madden NFL 09","PS3",2008,"Sports","Electronic Arts",1.560000,0.150000,0.000000,0.180000,1.890000
"Yokai Watch","3DS",2013,"Role-Playing","Nintendo",0.210000,0.300000,1.330000,0.040000,1.890000
"Ratchet & Clank Future: A Crack in Time","PS3",2009,"Platform","Sony Computer Entertainment",1.050000,0.540000,0.030000,0.260000,1.880000
"Yu-Gi-Oh! Forbidden Memories","PS",1999,"Role-Playing","Konami Digital Entertainment",1.370000,0.440000,0.000000,0.080000,1.880000
"Mortal Kombat: Deception","PS2",2004,"Fighting","Midway Games",0.920000,0.720000,0.000000,0.240000,1.880000
"Hot Shots Golf 2","PS",1999,"Sports","Sony Computer Entertainment",0.250000,0.120000,1.480000,0.030000,1.880000
"Medal of Honor: European Assault (All Region sales)","PS2",2005,"Shooter","Electronic Arts",0.890000,0.690000,0.090000,0.210000,1.880000
"WCW Nitro","PS",1998,"Fighting","THQ",1.420000,0.360000,0.030000,0.070000,1.880000
"High School Musical: Sing It!","PS2",2007,"Misc","Disney Interactive Studios",0.470000,0.080000,0.000000,1.330000,1.870000
"Star Fox Adventures","GC",2002,"Adventure","Nintendo",0.960000,0.530000,0.300000,0.090000,1.870000
"FIFA 2000","PS",1998,"Sports","Electronic Arts",0.220000,1.470000,0.040000,0.140000,1.870000
"Dynasty Warriors 3","PS2",2001,"Action","THQ",0.530000,0.160000,1.070000,0.100000,1.870000
"Donkey Kong Country Returns","3DS",2013,"Platform","Nintendo",0.730000,0.620000,0.400000,0.120000,1.870000
"The Legend of Zelda: Oracle of Seasons","GB",2001,"Adventure","Nintendo",0.870000,0.520000,0.410000,0.060000,1.860000
"Madden NFL 06","XB",2005,"Sports","Electronic Arts",1.750000,0.030000,0.000000,0.080000,1.860000
"Shrek 2","PS2",2004,"Platform","Activision",1.120000,0.690000,0.030000,0.020000,1.860000
"The Legend of Dragoon","PS",1999,"Role-Playing","Sony Computer Entertainment",0.940000,0.440000,0.390000,0.100000,1.860000
"Turok 2: Seeds of Evil","N64",1997,"Platform","Acclaim Entertainment",1.370000,0.410000,0.040000,0.040000,1.860000
"SingStar","PS2",2004,"Misc","Sony Computer Entertainment",0.000000,1.370000,0.000000,0.490000,1.860000
"LittleBigPlanet 3","PS4",2014,"Platform","Sony Computer Entertainment",0.640000,0.920000,0.010000,0.290000,1.860000
"NBA Live 2002","PS2",2001,"Sports","Electronic Arts",0.910000,0.710000,0.000000,0.240000,1.860000
"Phineas and Ferb","DS",2009,"Action","Disney Interactive Studios",1.340000,0.370000,0.000000,0.150000,1.860000
"Chrono Cross","PS",1999,"Role-Playing","SquareSoft",0.620000,0.420000,0.690000,0.120000,1.860000
"GoldenEye 007 (2010)","Wii",2010,"Action","Activision",0.850000,0.710000,0.130000,0.160000,1.860000
"Mario Party: Island Tour","3DS",2013,"Misc","Nintendo",0.610000,0.590000,0.550000,0.110000,1.850000
"Jak 3","PS2",2004,"Platform","Sony Computer Entertainment",1.330000,0.490000,0.000000,0.030000,1.850000
"Rayman Raving Rabbids 2","Wii",2007,"Misc","Ubisoft",0.830000,0.820000,0.000000,0.200000,1.850000
"Kingdom Hearts: Chain of Memories","GBA",2004,"Role-Playing","Square Enix",1.260000,0.180000,0.350000,0.060000,1.850000
"Pinball","NES",1984,"Action","Nintendo",0.800000,0.190000,0.830000,0.030000,1.850000
"inFAMOUS 2","PS3",2011,"Action","Sony Computer Entertainment",1.050000,0.490000,0.080000,0.230000,1.850000
"Gran Turismo Concept 2001 Tokyo","PS2",2001,"Racing","Unknown",0.000000,1.100000,0.420000,0.330000,1.840000
"Demons Souls","PS3",2009,"Role-Playing","Namco Bandai Games",0.970000,0.340000,0.350000,0.180000,1.840000
"NCAA Football 06","PS2",2005,"Sports","Electronic Arts",1.530000,0.050000,0.000000,0.250000,1.840000
"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou","DS",2006,"Misc","IE Institute",0.000000,0.000000,0.660000,0.000000,0.660000
"Pro Pinball: Big Race USA","PS",1999,"Simulation","Take-Two Interactive",0.370000,0.250000,0.000000,0.040000,0.660000
"NFL Street","XB",2004,"Sports","Electronic Arts",0.490000,0.150000,0.000000,0.020000,0.660000
"Shaun White Snowboarding","PS3",2008,"Sports","Ubisoft",0.310000,0.240000,0.010000,0.100000,0.660000
"The LEGO Movie Videogame","WiiU",2014,"Action","Warner Bros. Interactive Entertainment",0.350000,0.230000,0.030000,0.060000,0.660000
"Tony Hawks Proving Ground","PS2",2007,"Sports","Activision",0.550000,0.020000,0.000000,0.090000,0.660000
"MLB 2004","PS2",2003,"Sports","Sony Computer Entertainment",0.320000,0.250000,0.000000,0.080000,0.660000
"Naruto Shippuden: Ultimate Ninja 4","PS2",2007,"Fighting","Atari",0.260000,0.010000,0.130000,0.260000,0.660000
"Tiger Woods PGA Tour 2000","PS",1998,"Sports","Electronic Arts",0.370000,0.250000,0.000000,0.040000,0.660000
"Darkstone","PS",2001,"Role-Playing","Electronic Arts",0.370000,0.250000,0.000000,0.040000,0.660000
